index,L1_Orig,L2_Orig,L3_Orig,tuple_orig,L1_Edit_Final,L1_chg,L2_Edit_Final,L2_chg,L3_Edit_Final,L3_chg,RR_100b_Edit,RR_101_Edit,CSR_Nbhd_Count,CSR_Nbhd_Edit,,CSR_Nbhd_Info,CSR_City_Count,CSR_City_Edit,,CSR_City_Info,CSR_Cnty_Count,CSR_Cnty_Edit,,CSR_Cnty_Info
8294,Bramfontein,-1,-1,"('Bramfontein', '-1', '-1')",Braamfontein,TRUE,Johannesburg,TRUE,South Africa,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2993,Brazil~ Old Fadama,-1,-1,"('Brazil~ Old Fadama', '-1', '-1')",Old Fadama,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4031,Brightshine Educational Centre,-1,-1,"('Brightshine Educational Centre', '-1', '-1')",Kayole,TRUE,Nairobi,TRUE,Kenya,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8309,Bukom,-1,-1,"('Bukom', '-1', '-1')",Bukom,FALSE,-1,FALSE,-1,FALSE,,,2,Bukom,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
4371,Casual Jobs,-1,-1,"('Casual Jobs', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2221,Centurion,-1,-1,"('Centurion', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
1364,Ciders Park,-1,-1,"('Ciders Park', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
627,Congo_Kawangware,-1,-1,"('Congo_Kawangware', '-1', '-1')",Kawangware Congo,TRUE,Nairobi,TRUE,Kenya,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6348,Congo~ Kawangware,-1,-1,"('Congo~ Kawangware', '-1', '-1')",Kawangware Congo,TRUE,Nairobi,TRUE,Kenya,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
5550,Currently Studying,-1,-1,"('Currently Studying', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6920,Deco Park(Northiding),-1,-1,"('Deco Park(Northiding)', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6038,Diepsloot,-1,-1,"('Diepsloot', '-1', '-1')",Diepsloot,FALSE,-1,FALSE,-1,FALSE,,,258,Diepsloot,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
5995,-19,-1,-1,"('Dk', '-1', '-1')",-19,FALSE,-1,FALSE,-1,FALSE,,,3,Dk,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4391,Dry Cleaner,-1,-1,"('Dry Cleaner', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
5817,Dzorwulu,-1,-1,"('Dzorwulu', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6262,Ellis Park,-1,-1,"('Ellis Park', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8041,Four-Ways,-1,-1,"('Four-Ways', '-1', '-1')", Fourways,TRUE,-1,FALSE,-1,FALSE,,,4, Fourways,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4679,Fourways,-1,-1,"('Fourways', '-1', '-1')", Fourways,TRUE,-1,FALSE,-1,FALSE,,,49, Fourways,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4528,From Home,-1,-1,"('From Home', '-1', '-1')",-10,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
7176,From Sandton,-1,-1,"('From Sandton', '-1', '-1')",-10,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
5104,Ga Mantse Street,-1,-1,"('Ga Mantse Street', '-1', '-1')",Ga Mantse Agbonaa,TRUE,Jamestown,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2416,Ga Mantse Stress,-1,-1,"('Ga Mantse Stress', '-1', '-1')",Ga Mantse Agbonaa,TRUE,Jamestown,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
5848,Gardening,-1,-1,"('Gardening', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
844,Germiston At Hyperrama,-1,-1,"('Germiston At Hyperrama', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2030,Greenside,-1,-1,"('Greenside', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4492,Has Always Been In The City,-1,-1,"('Has Always Been In The City', '-1', '-1')",-10,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
5378,Have Always Been In The City,-1,-1,"('Have Always Been In The City', '-1', '-1')",-10,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
531,Hawk In The City,-1,-1,"('Hawk In The City', '-1', '-1')",-10,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
1653,Here At Katlehong,-1,-1,"('Here At Katlehong', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4000,Here In Katlehong At Alrode In The City,-1,-1,"('Here In Katlehong At Alrode In The City', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
7543,Hillbrow,-1,-1,"('Hillbrow', '-1', '-1')",Hillbrow,FALSE,-1,FALSE,-1,FALSE,,,21,Hillbrow,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
8058,I Don'T  Work,-1,-1,"(""I Don'T  Work"", '-1', '-1')",-13,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4102,I Have Always Lived Here,-1,-1,"('I Have Always Lived Here', '-1', '-1')",-10,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8390,I Was A Student,-1,-1,"('I Was A Student', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
1487,I Was Born Here,-1,-1,"('I Was Born Here', '-1', '-1')",-10,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4958,I Was Not Working,-1,-1,"('I Was Not Working', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
735,I Was Unemployed,-1,-1,"('I Was Unemployed', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
5030,I'M Not Working,-1,-1,"(""I'M Not Working"", '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
3469,I'M Unemployed,-1,-1,"(""I'M Unemployed"", '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6310,Im Unempolyed,-1,-1,"('Im Unempolyed', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
5225,Industrial Area,-1,-1,"('Industrial Area', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
7864,James Town,-1,-1,"('James Town', '-1', '-1')",Jamestown,TRUE,-1,FALSE,-1,FALSE,,,180,Jamestown,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2980,Jamestown (Harbour Close),-1,-1,"('Jamestown (Harbour Close)', '-1', '-1')",Jamestown,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8593,Jamestown Akpangadjin,-1,-1,"('Jamestown Akpangadjin', '-1', '-1')",Jamestown,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6917,Jet Park,-1,-1,"('Jet Park', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
1674,Johannesburg,-1,-1,"('Johannesburg', '-1', '-1')",Johannesburg,FALSE,-1,FALSE,-1,FALSE,,,266,Johannesburg,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
1451,Johannesburg And Katlehong,-1,-1,"('Johannesburg And Katlehong', '-1', '-1')",Katlehong,TRUE,Johanesburg,TRUE,South Africa,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
976,Johannesburg Cbd,-1,-1,"('Johannesburg Cbd', '-1', '-1')",Johannesburg,TRUE,Johannesburg,TRUE,South Africa,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
5659,Johannesburg/Pretoria,-1,-1,"('Johannesburg/Pretoria', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8935,Johannesburg~To Ekurhuleni,-1,-1,"('Johannesburg~To Ekurhuleni', '-1', '-1')",Johannesburg,TRUE,Johannesburg,TRUE,South Africa,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
3546,Just Within Kawangware,-1,-1,"('Just Within Kawangware', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
457,Karen,-1,-1,"('Karen', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4333,Karen ~Rongai,-1,-1,"('Karen ~Rongai', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
3412,Kasese,-1,-1,"('Kasese', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
7613,Katlehong,-1,-1,"('Katlehong', '-1', '-1')",Katlehong,FALSE,-1,FALSE,-1,FALSE,,,60,Katlehong,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
2215,Katlehong At Alrode,-1,-1,"('Katlehong At Alrode', '-1', '-1')",Katlehong,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2136,Katlehong~In Mavimbela Section,-1,-1,"('Katlehong~In Mavimbela Section', '-1', '-1')",Katlehong,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
631,Kawangware,-1,-1,"('Kawangware', '-1', '-1')",Kawangware,FALSE,-1,FALSE,-1,FALSE,,,289,Kawangware,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
4437,Kawangware Centre,-1,-1,"('Kawangware Centre', '-1', '-1')",Kawangware,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4552,Kawangware Congo,-1,-1,"('Kawangware Congo', '-1', '-1')",Kawangware,TRUE,-1,FALSE,-1,FALSE,,,1,Kawangware Congo,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
5943,Kawangware Muslim,-1,-1,"('Kawangware Muslim', '-1', '-1')",Kawangware,TRUE,-1,FALSE,-1,FALSE,,,1,Kawangware Muslim,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
6032,Kayole,-1,-1,"('Kayole', '-1', '-1')",Kayole,FALSE,-1,FALSE,-1,FALSE,,,243,Kayole,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
5246,Kayole 1,-1,-1,"('Kayole 1', '-1', '-1')",Kayole,TRUE,-1,FALSE,-1,FALSE,,,1,Kayole,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
1746,Kayole D.O,-1,-1,"('Kayole D.O', '-1', '-1')",Kayole,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
3789,Kayole Hospital.,-1,-1,"('Kayole Hospital.', '-1', '-1')",Kayole,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8743,Kayole~Umoja,-1,-1,"('Kayole~Umoja', '-1', '-1')",Kayole,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
3037,Kn,-1,-1,"('Kn', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8732,Korleana Near Bukum,-1,-1,"('Korleana Near Bukum', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
7827,Korleworko,-1,-1,"('Korleworko', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8138,Kpadamopuni@Gmail.Com,-1,-1,"('Kpadamopuni@Gmail.Com', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4803,Kumasi House,-1,-1,"('Kumasi House', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4018,Kware,-1,-1,"('Kware', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2635,Kware Ongata Rongai,-1,-1,"('Kware Ongata Rongai', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
3936,Kware~ Rongai.,-1,-1,"('Kware~ Rongai.', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
3938,Lante Gyan We,-1,-1,"('Lante Gyan We', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8145,Legon,-1,-1,"('Legon', '-1', '-1')",Legon,FALSE,-1,FALSE,-1,FALSE,,,11,Legon,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
1277,Locally Born,-1,-1,"('Locally Born', '-1', '-1')",-10,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2644,London Market,-1,-1,"('London Market', '-1', '-1')",-10,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6331,Madina,-1,-1,"('Madina', '-1', '-1')",Madina,FALSE,Accra,TRUE,Ghana,TRUE,,,306,Madina,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
805,Madina  La Nkwantanang,-1,-1,"('Madina  La Nkwantanang', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6014,Madina  Market,-1,-1,"('Madina  Market', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
1301,Madina  New Road,-1,-1,"('Madina  New Road', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
1228,Madina  Zongo  Junction,-1,-1,"('Madina  Zongo  Junction', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
5333,Madina Domeabra,-1,-1,"('Madina Domeabra', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
7088,Madina Estate,-1,-1,"('Madina Estate', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6037,Madina Firestone,-1,-1,"('Madina Firestone', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
7442,Madina La Nkwantanang,-1,-1,"('Madina La Nkwantanang', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2339,Madina New Road,-1,-1,"('Madina New Road', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
7599,Madina Ocansey Junction,-1,-1,"('Madina Ocansey Junction', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8152,Madina Rawlings Circle,-1,-1,"('Madina Rawlings Circle', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4069,Madina Ritz Junction,-1,-1,"('Madina Ritz Junction', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8394,Madina Station,-1,-1,"('Madina Station', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4152,Madina Zongo Junction,-1,-1,"('Madina Zongo Junction', '-1', '-1')",Madina,TRUE,Accra,TRUE,Ghana,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
1506,Maraisburg,-1,-1,"('Maraisburg', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
1234,Masimba,-1,-1,"('Masimba', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
4818,Medina,-1,-1,"('Medina', '-1', '-1')",Madina,TRUE,-1,FALSE,-1,FALSE,,,10,Medina,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
8151,Medina Ritz Junction,-1,-1,"('Medina Ritz Junction', '-1', '-1')",Madina,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6900,Ministries~ Central Business District,-1,-1,"('Ministries~ Central Business District', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
6452,Mngandi (Katlehong),-1,-1,"('Mngandi (Katlehong)', '-1', '-1')",Katlehong,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
551,Mudor Near Jamestown,-1,-1,"('Mudor Near Jamestown', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8617,Mugendi,-1,-1,"('Mugendi', '-1', '-1')",Mugendi,FALSE,-1,FALSE,-1,FALSE,,,2,Mugendi,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
4267,Mugendi (Kayole),-1,-1,"('Mugendi (Kayole)', '-1', '-1')",-18,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8325,Muslim,-1,-1,"('Muslim', '-1', '-1')",-15,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
8019,N/A (Pensioner),-1,-1,"('N/A (Pensioner)', '-1', '-1')",-11,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
2124,N/A Since I Was Born Here,-1,-1,"('N/A Since I Was Born Here', '-1', '-1')",-11,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
7228,Na,-1,-1,"('Na', '-1', '-1')",-11,TRUE,-1,FALSE,-1,FALSE,,,84,Na,FALSE,,4395,-1,FALSE,,4395,-1,FALSE,
1007,Na(Born Here),-1,-1,"('Na(Born Here)', '-1', '-1')",-11,TRUE,-1,FALSE,-1,FALSE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
3737,Nairobi City Center,-1,-1,"('Nairobi City Center', '-1', '-1')",Nairobi,TRUE,Nairobi,TRUE,Kenya,TRUE,,,,,TRUE,,4395,-1,FALSE,,4395,-1,FALSE,
