,ID,origin_loc_100,lt_others,ln_others,lt_cur,ln_cur,other_pt,cur_pt,line100,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,ethnicity_recode_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320
0,276785,"(('Kisumu', 'Kisumu', 'Kenya'),)",-0.10291089999999999,34.7541761,-1.2784631000000002,36.751643,POINT (34.7541761 -0.1029109),POINT (36.751643 -1.2784631),"LINESTRING (34.7541761 -0.1029109, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,-3,2,-3,Yes,Luo,Luo,Dhluo,No,-3,-3
1,276788,"(('Oyugis', 'Oyugis', 'Kenya'),)",-0.509908,34.734576000000004,-1.2784631000000002,36.751643,POINT (34.734576 -0.509908),POINT (36.751643 -1.2784631),"LINESTRING (34.734576 -0.509908, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,-1,-3,-1,Yes,Luo,Luo,Swahili,-3,-1,-1
2,276802,"(('Oyugis', 'Oyugis', 'Kenya'),)",-0.509908,34.734576000000004,-1.2784631000000002,36.751643,POINT (34.734576 -0.509908),POINT (36.751643 -1.2784631),"LINESTRING (34.734576 -0.509908, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Doing casual jobs,3,-3,Yes,Luo,Luo,Dholuo,No,Yes,No
3,276814,"(('Kisumu', 'Kisumu', 'Kenya'),)",-0.10291089999999999,34.7541761,-1.2659842,36.916945500000004,POINT (34.7541761 -0.1029109),POINT (36.9169455 -1.2659842),"LINESTRING (34.7541761 -0.1029109, 36.9169455 -1.2659842)",Nairobi,Kayole,Kenya,Male,Doing casual jobs,3,-3,Yes,Luo,Luo,Luo,No,-3,-3
4,276822,"(('nan', 'Kisumu', 'Kenya'),)",-0.10291089999999999,34.7541761,-1.2659842,36.916945500000004,POINT (34.7541761 -0.1029109),POINT (36.9169455 -1.2659842),"LINESTRING (34.7541761 -0.1029109, 36.9169455 -1.2659842)",Nairobi,Kayole,Kenya,Female,Working part-time (formal/informal sector),1,-3,Yes,Luo,Luo,Dholuo,No,Yes,No
5,276931,"(('Kisumu', 'Kisumu', 'Kenya'),)",-0.10291089999999999,34.7541761,-1.2784631000000002,36.751643,POINT (34.7541761 -0.1029109),POINT (36.751643 -1.2784631),"LINESTRING (34.7541761 -0.1029109, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Doing casual jobs,1,-3,Yes,Luo,Luo,Luo,No,Yes,No
6,276932,"(('Kisumu', 'Kisumu', 'Kenya'),)",-0.10291089999999999,34.7541761,-1.2784631000000002,36.751643,POINT (34.7541761 -0.1029109),POINT (36.751643 -1.2784631),"LINESTRING (34.7541761 -0.1029109, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Doing casual jobs,1,-3,Yes,Luo,Luo,Luo,No,No,No
7,276934,"(('Pumwani', 'Nairobi', 'Kenya'),)",-1.2,39.9833,-1.2784631000000002,36.751643,POINT (39.9833 -1.2),POINT (36.751643 -1.2784631),"LINESTRING (39.9833 -1.2, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Working part-time (formal/informal sector),1,-3,Yes,Kikuyu,Kikuyu,Kiswahili,No,Yes,No
8,276935,"(('Makueni', 'Wote', 'Kenya'),)",-2.25709305,37.87717148162715,-1.2784631000000002,36.751643,POINT (37.87717148162715 -2.25709305),POINT (36.751643 -1.2784631),"LINESTRING (37.87717148162715 -2.25709305, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Doing casual jobs,1,-3,Yes,Kamba,Kamba,Kamba,No,Yes,No
9,277079,"(('Machakos', 'Machakos', 'Kenya'),)",-1.27900465,37.39526976452546,-1.2784631000000002,36.751643,POINT (37.39526976452546 -1.27900465),POINT (36.751643 -1.2784631),"LINESTRING (37.39526976452546 -1.27900465, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Self-employed (run small business/income generation project),2,-3,Yes,Kamba,Kamba,Kamba,No,Yes,No
10,277213,"(('Kisumu', 'Kisumu', 'Kenya'),)",-0.10291089999999999,34.7541761,-1.2784631000000002,36.751643,POINT (34.7541761 -0.1029109),POINT (36.751643 -1.2784631),"LINESTRING (34.7541761 -0.1029109, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Doing casual jobs,1,-3,Yes,Luo,Luo,Luo Luo,No,No,No
11,277290,"(('Moshi', 'Moshi', 'Tanzania'),)",-3.3486455999999998,37.3435249,-1.2784631000000002,36.751643,POINT (37.3435249 -3.3486456),POINT (36.751643 -1.2784631),"LINESTRING (37.3435249 -3.3486456, 36.751643 -1.2784631)",Nairobi,Kawangware,Tanzania,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Mwarusha Maasai,Other,Kimasaai,Yes,Yes,No
12,277291,"(('Awendo', 'Awendo', 'Kenya'),)",-0.9079812,34.53172,-1.2784631000000002,36.751643,POINT (34.53172 -0.9079812),POINT (36.751643 -1.2784631),"LINESTRING (34.53172 -0.9079812, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Unemployed ,2,-3,Yes,Luo,Luo,Dholuo,No,Yes,Yes
13,277321,"(('nan', 'Sachangwan', 'Kenya'),)",0.5549545,35.668389700000006,-1.2784631000000002,36.751643,POINT (35.66838970000001 0.5549545),POINT (36.751643 -1.2784631),"LINESTRING (35.66838970000001 0.5549545, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),2,-3,Yes,Kikuyu,Kikuyu,Kikuyu,No,Yes,No
14,277354,"(('Nairobi', 'Nairobi', 'Kenya'),)",-1.2832533000000002,36.8172449,-1.2784631000000002,36.751643,POINT (36.8172449 -1.2832533),POINT (36.751643 -1.2784631),"LINESTRING (36.8172449 -1.2832533, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),3,-3,Yes,Kikuyu,Kikuyu,Kikuyu,No,Yes,Yes
15,277374,"(('Warrap', 'Warrap', 'South Sudan'),)",8.5,28.5,-1.2784631000000002,36.751643,POINT (28.5 8.5),POINT (36.751643 -1.2784631),"LINESTRING (28.5 8.5, 36.751643 -1.2784631)",Nairobi,Kawangware,South Sudan,Male,University/technikon/correspondence student,3,-3,No,Dinka,Other,Dinka,Yes,No,Yes
16,277415,"(('Sondu', 'Sondu', 'Kenya'),)",-0.4616812,35.125814,-1.2784631000000002,36.751643,POINT (35.125814 -0.4616812),POINT (36.751643 -1.2784631),"LINESTRING (35.125814 -0.4616812, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Working full-time (formal/informal sector),1,-3,Yes,Kisii,Kisii,Kisii,No,No,No
17,277420,"(('Kakamega', 'Kitale', 'Kenya'),)",0.49571040000000005,34.80154886163461,-1.2784631000000002,36.751643,POINT (34.80154886163461 0.4957104000000001),POINT (36.751643 -1.2784631),"LINESTRING (34.80154886163461 0.4957104000000001, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Doing casual jobs,1,-3,Yes,Luhya,Luhya,Luhya,No,Yes,No
18,277424,"(('Kisumu', 'Kisumu', 'Kenya'),)",-0.10291089999999999,34.7541761,-1.2784631000000002,36.751643,POINT (34.7541761 -0.1029109),POINT (36.751643 -1.2784631),"LINESTRING (34.7541761 -0.1029109, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Unemployed ,0,Other (specify),Yes,Luo,Luo,Dholuo ,No,No,No
19,277425,"(('Machakos', 'Machakos', 'Kenya'),)",-1.27900465,37.39526976452546,-1.2784631000000002,36.751643,POINT (37.39526976452546 -1.27900465),POINT (36.751643 -1.2784631),"LINESTRING (37.39526976452546 -1.27900465, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Casual employment/temporary worker,1,-3,Yes,Kamba,Kamba,Kamba,No,Yes,No
20,277426,"(('Oyugis', 'Oyugis', 'Kenya'),)",-0.509908,34.734576000000004,-1.2784631000000002,36.751643,POINT (34.734576 -0.509908),POINT (36.751643 -1.2784631),"LINESTRING (34.734576 -0.509908, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Luo,Luo,Dholuo,No,No,No
21,277444,"(('Busia', 'Busia', 'Kenya'),)",0.3712048,34.26479520608315,-1.2784631000000002,36.751643,POINT (34.26479520608315 0.3712048),POINT (36.751643 -1.2784631),"LINESTRING (34.26479520608315 0.3712048, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Working full-time (formal/informal sector),2,-3,Yes,Luhya,Luhya,Luhya,No,Yes,No
22,277446,"(('Bujumbura', 'Bujumbura', 'Burundi'),)",-3.3638125,29.3675028,-1.2784631000000002,36.751643,POINT (29.3675028 -3.3638125),POINT (36.751643 -1.2784631),"LINESTRING (29.3675028 -3.3638125, 36.751643 -1.2784631)",Nairobi,Kawangware,Burundi,Male,Self-employed (run small business/income generation project),3,-3,No,Muutu,Other,Kiburundi,No,Yes,No
23,277459,"(('Malaba', 'Malaba', 'Kenya'),)",0.632706,34.269397999999995,-1.2784631000000002,36.751643,POINT (34.269398 0.632706),POINT (36.751643 -1.2784631),"LINESTRING (34.269398 0.632706, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Unemployed ,2,-3,Yes,Lughya,Other,Lughya,No,No,Yes
24,277462,"(('Chuka', 'Chuka', 'Kenya'),)",-0.33329380000000003,37.6500021,-1.2784631000000002,36.751643,POINT (37.6500021 -0.3332938),POINT (36.751643 -1.2784631),"LINESTRING (37.6500021 -0.3332938, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Self-employed (run small business/income generation project),1,-3,Yes,Meru,Other,Meru,No,Yes,No
25,277933,"(('Madina', 'Adenta', 'Ghana'),)",5.6864962,-0.16770520000000003,5.6864962,-0.16770520000000003,POINT (-0.1677052 5.6864962),POINT (-0.1677052 5.6864962),"LINESTRING (-0.1677052 5.6864962, -0.1677052 5.6864962)",Accra,Madina,Ghana,Male,Self-employed (run small business/income generation project),1,-3,Yes,Dangbe,Other,Twi ,No,No,No
26,278053,"(('Adenta', 'Adenta', 'Ghana'),)",5.7041391,-0.1687965,5.6864962,-0.16770520000000003,POINT (-0.1687965 5.7041391),POINT (-0.1677052 5.6864962),"LINESTRING (-0.1687965 5.7041391, -0.1677052 5.6864962)",Accra,Madina,Ghana,Male,Working full-time (formal/informal sector),1,-3,Yes,Dangme,Other,Twi,No,Yes,No
27,278067,"(('Adenta', 'Accra', 'Ghana'),)",5.7041391,-0.1687965,5.6864962,-0.16770520000000003,POINT (-0.1687965 5.7041391),POINT (-0.1677052 5.6864962),"LINESTRING (-0.1687965 5.7041391, -0.1677052 5.6864962)",Accra,Madina,Ghana,Female,Working part-time (formal/informal sector),3,-3,Yes,Ga,Ga,Twi,No,Yes,No
